PERSON_ID,MAJOR_PERSON,SPECILTY
5540,企业管理,"熟悉PDCA管理循环，5W2H管理，4M1N管理，5S管理，及TPS丰田管理模式等各种管理方法并能在工作当中熟****公司的行政政令能灵活的上传下达。对立式塑胶注塑成型有9年的丰富经验。特别对于电脑周边连接器及各行业CABLE的注塑成型如SATA,HDMI,****或其它各种数据线的成型有丰富经验。对成型机的维修也有丰富经验如赞扬，大爱，今机等注塑机。"
5541,国际经济与贸易,1.超过5年外贸业务经验，熟悉从新客户开发 老客户维护 到工厂跟进全过程；2.熟悉各市场和各区域的划分及各国特点（主要是欧洲及北美)；3.专业的LED照明产品知识；4.多次国际国内行业内展会布展及参展经验;
5542,金融学（含保险学）,熟悉全盘账目、税务；能独立处理账务、报税、工商年检、员工劳动合同、社保的办理；熟练操作办公软件，熟悉应用财务软件；
5543,工民建,  应用Word、AUTOCAD、PKPM等软件完成毕业设计中的计算书的编写、建施图和结施图。
5544,电气工程及其自动化,电气机械安装及其维护
5545,机电一体化,   具有高度的责任感和使命感，爱岗敬业，始终把培养和造就一支高素质团队当作自己的首要任务，并带领他们勇于进取和拼搏，取得了喜人业绩。    大力加强内部管理与市场管理的有机结合，视同事为兄弟姐妹、顾客为上帝，积极培养与各个阶层关系和感情。对社会经济发展和市场变化有超前眼光与卓识，勇于应对市场变化为企业带来的危机。具有在不同时期进行不同的市场营销策划活动能力，为企业产品寻找更大的市场销售与商机。敢于对企业的整个营销活动负责！
5546,英语,养能熟练运用英语和计算机信息处理技术进行国际商务管理与对外贸易业务，并具有一定的第二外语应用能力，能从事涉外企业、外事、经贸、文化等部门的国际商务管理等工作的应用型高级专业人才
5547,计算机应用技术,擅长交换机/路由器配置 能熟练组装，检测PC机 扎实的专业基础知识 熟悉各种基本路由协议 熟练运用各种基本办公应用软件擅长电脑软件操作和程序设计运用。（如C语言，VB等方面）
5548,财务管理,1、编制凭证、登记账薄、编制财务报表及报表数据分析并熟练操作财务软件；向税务机关申报纳税、填送统计报表；免抵退系统进行免抵退申报；年度企业所得税多交进行退税申报。 2、能单****公司的审计报告，多次跟随注册会计师外出进行税务审计、工商审计****公司账务、企业内控调查及设立。
5549,【电子科学与技术】,"*能熟练运用Protel ****se,  Keil,  AVR studio等软件.英语基本功扎实，能越读英文报刊及有关计算机类的科技英语刊物，以及IC蕊片的资料等.能熟练使用C语言写****系列程序,熟练AVR系列汇编程序,包括数码管的动态扫描,键盘的动态扫描,运算放大器的运用,AD模数转换器,DA数模转换器,脉冲调制器PWM,LCD液晶显器,RAM,EEPROM的扩展,串行通信协议,无线发射,红外线调制发射,无线接收,红外线接收后的处理,定时器的运用,I2C驱动,等电路设计及软件设计. 精通8位MCU和AVR8位，****位系列"
5550,电子信息科学与技术,熟悉Protel****\Powerlogic\Mentor画原理板、布线，熟悉****单片机内部结构及外围电路，会用C语言和汇编语言进行编程，程序调试。做过的单片机实践有：步进电机控制系统、LCD显示、AD转换、串口通信、闪烁灯、LED阵列跑马灯、按键控制、电子密码锁。熟悉电子元器件及其功能特性。电子专业理论知识（模拟电路、数字电路、电路分析、EDA、单片机、FPGA、DSP、高频电路、信号与系统、数字信号处理等）扎实，英语阅读能力强。
5551,会计学,"本人从事财务工作多年，熟练内外资企业帐务处理，熟练一般纳税人全盘帐务的处理;熟悉税务，有一定的税务筹划能力，懂成本核算，分析，控制；熟练手工做帐及熟练操作金碟、用友等财务软件,熟练使用EXCEL及函数的运用。"
5552,机械制造及其自动化,机械设计制造及其自动化专业（机电一体化方向）毕业，有扎实的机械方面专业知识，熟练使用AUTOCAD及Pro/e绘图软件；计算机通过全国二级考试，擅长office软件的使用。
5553,平面设计,"photoshop,Coreldraw,Office,Flash."
5554,国际经济与贸易,1、熟悉Windows，能够熟练使用Word，PowerPoint等Office软件；对电子商务也有一定的了解。2、通过对本课程专业知识的学习，使我很好地掌握了国际贸易中各个环节的知识和技能。（如：贸易术语的选用、货物的交付、货款的结算、合同的磋商订立和履行等等。3、在校期间，选修了《(国*险》等课程，对国际物流都有相当的了解。
5555,会计学,"本人所学专业基于会计之上，既有会计扎实的基础，又对税法等税收相关工作相当了解,同时熟悉外贸运输业务流程及各种单证的内容和用途,还熟悉金蝶和用友等财务软件的运用;工作诚恳、塌实，与人和睦相处，擅长处理人际关系,具有一定的英语听读写能力，还考取了会计从业资格证书。 "
5556,通风、制冷与低温技术,擅长管理大项目、熟练电脑操作、熟悉制药行业GMP改造、工程招投标、工程预算及报价、施工现场管理、组织工程验收及调试等等 
5557,计算机科学与技术,本人在四年的大学中受到良好的专业训练和能力的培养，掌握计算机科学与技术，包括计算机硬件/软件与应用的基础理论，专业知识和基本技能与方法，能熟练操作Photoshop及Office办公软件。
5558,模具设计,"   具有独立思考和设计能力，熟悉加工工艺和金属材料性能.力学.气液压传动，伺服，步进等过硬的理论知识.熟练运用3D软件如.AoutCAD..Inventor等绘图软件.熟悉电器PLC运用控制原理,各类传感器和视觉系统.有较强的动手能力，经常参加机器的装配和调试，出差解决设备疑难问题.得到上级好评。"
5559,软件工程,程序员 + 电脑、网络维护员 + SEO = 我
5560,英语,  
5561,思想政治教育,"能流利运用粤语和普通话,熟练OFFICE办公软件操作流程,图文处理等熟练招聘流程,职工入职辞退管理熟练办公室资料归档管理熟悉人力资源六大模块,考勤,薪资核算,绩效考核熟悉办公室接待礼仪"
5562,英语,1、具有一定的高级英语口语应用和交际能力，熟悉商务英语写作  2、具有较强的翻译能力３、英语功底好，写作能力较强4、具有较强的管理能力5、精通办公自动化，能独立操作并及时高效地完成日常办公文档的编辑作6、熟练掌握网页设计，photosoft等软件
5563,高等教育学,本人通过七年以来的工作经验已掌握了工业企业全盘帐务管理经验及税务流程；熟悉税法、会计法、出口退税的工作流程、增值税一般纳税人管理；熟悉办公软件、良好的职业操持守有办税员证、会计证、珠算证等。
5564,计算机应用技术,"人系統學習了外貿的专业知识,掌握FOB、CIF等国际贸易术语,熟练掌握进出口贸易的基本流程,懂LC、D/P等国际结算.在船务方面有着实际的操作经验,熟练掌握P/L、C/I、C/O、Form-A、Shipping order等外贸和船务方面的单据.操作B2B、B2C等网络平台寻找客户和回复客户询盘,如Made　in　china、Alibaba等著名的网站,并熟练运用google等搜索引擎寻找潜在客户,同时也参加在深圳或者其它地区的外贸展览会,对展览会接待客户,会后跟进客户有着相应的实际工作经验. "
5565,市场营销,熟练掌握销售技巧、策划产品推广及广告设计，有与客户进行良好沟通的技巧，能策划产品推销及广告设计，你呢个完成调研工作中的一切程序及操作，能操作计算机办公自动化程序。
5566,财政学（含税收学）,1、丰富的金融财务知识，掌握基本的账务流程，熟悉财务软件2、熟练使用办公软件，精通EXCEL、WORD、PPT3、优秀的英文听说读写能力
5567,会计学,"会计技能：持深圳市会计证，深圳市会计电算化合格证，助理会计师职称，五年深圳(广州)会计工作经验,精通会计实务，熟悉深圳(广州)财政经济法规及报税流程，有一般纳税人相关业务工作经验，了解出口退税流程。能独立完成全盘帐务处理， 熟练使用财务软件，如用友、金碟等财务软件。电脑技能：熟悉OFFICE办公软件、Visual Foxpro数据库系统，计算机网络操作。了解Photoshop、CorelDraw等平面图像处理软件，熟悉电脑的基本安装与维护。并通过了计算机水平初级程序员考试及计算机二级考试。"
5568,电气工程及其自动化,善长PLC编程，参加过湖南省的PLC编程设计师竞赛，有DCS控制系统维护经验，有中级维修电工证，电子CAD证，计算机中级操作员证，高压入网许可证
