RECRUIT_ID,MAJOR_RECRUIT,DETAIL
579,美术学,年龄****岁以上，大专以上学历，产品外观设计；工业设计类相关设计专业毕业，具有良好的工艺美术设计和审美功底。熟练使用CAD、3DMAX、Rhino、CorelDraw、Photoshop等基本制图软件及OFFICE办公软件，具备优秀的审美及形态把握能力、良好的创意及手绘功底。熟悉产品开发设计流程、产品工艺流程，熟悉消毒杀菌设备产品原材料及其市场行情。正直、踏实、忠诚、勤奋、专业、责任心强，心态好，积极热情，注重团队合作。有产品外观设计、产品开发2年以上相关工作经验者优先；受过产品开发、市场营销、产品知识、消费心理学等方面的培训者优先；有小家电、医疗器械外观产品设计、开发经验者优先。相关设计作品被应用市场或者曾获过设计奖项者优先良好的创新意识，对市场流行趋势反应****公司产品从设计、方案论证说明到测试完成、直至产品交付通过内部验收的全部过程。负责品牌产品整体设计规划、流行趋势预测与诠释等相关工
580,工程造价,从事大中型楼盘、厂房、商场建筑的消防、给排水、强弱电、暖通安装业的预决算、招投标工作5年以上工作经历。
581,建筑学,建筑学专业，大专以上学历，有现场施工管理经验，有良好的职业道德和敬业精神，能吃****公司的安排，有良好的团队合作精神
582,【计算机科学与技术】,计算机专业毕业，有无工作经验均可！！
583,机械制造及其自动化,高中或中专以上学历，会看机械图纸，能独立操作铣床，有二年以上铣床加工经验。能吃苦耐劳，服从安排。
584,市场营销,1、工作认真，爱岗敬业，独立完成各项业务            2、熟练驾车，具有驾驶证B照
585,企业管理,"在深圳有一定的实践销售工作经验,及社会阅历,项目洽谈,公共关系协调能力.气质形象较好,谈吐能力较强."
586,计算机科学与技术,1名，性别不限，高中或中专以上学历，电子，通信或自动化专业，2年以上同等职位工作经验1.婚否不限，2.身体无残疾，五官端正，3.能操作办公软件，看懂线路图4.熟悉模拟电子技术基础，对数字电路有所了解，能独立分析电路原理，会熟练使用常见的电子测量仪器5.有较强的责任心和协调沟通能力。
587,【机械工程】,1.负责开发客户、建立良好的客户合作关系；2.有3年以上销售工作经验，能吃苦耐劳，独立开拓市场，能够组织一个团队，并能持续坚持； 3.口才好，工作有激情，但又不失踏实的工作作风，善于沟通，思路敏捷，具有一定的谈判技巧； 4.熟悉电子信息产业、节能照明或中小企业客户（主要负责人），有丰富的销售实战经验与广泛的人脉关系和社会网络； 5.以前从事销售电子设备、电子辅料或电子行业负责生产工程的为优先考虑；6.工作时间自由安排，有良好的晋升机会。
588,【机械工程】,1、男性，大专以上学历，丰富的生产计划协调安排及生产现场管理经验。 2、优秀的表达能力、沟通能力、领导能力，做事有魄力。 3、熟练操作office及ERP办公软件。 4、具有敬业精神和拼搏精神，能够带领团队，发挥较好的团队合作精神。 5、具飞机模型、飞机玩具生产经验优先考虑。
589,模具设计,模具设计专业大专以上学历或机械类本科以上学历，5年以上模具设计经验，熟悉欧美模具标准，精通多种3D设计工具。
590,物业管理,1、女/男，年龄****-****岁，管理类、管理工程类、物业管理类相关专业专科以上学历；2、熟悉房地产、物业管理和国家相关法律法规；3、良好的职业道德，具有强烈的责任心和组织领导能力、协调能力文笔较好，熟悉电脑操作。4、3年以上商业写字楼物业管理经验。
591,机电一体化,"1.性别不限,大专或以上学历,机电一体化机械专业;2年以上同等职位工作经验；  2.婚否不限,身体无残疾,五官端正；  3.能操作办公软件,看懂工程图纸；  4.具有多年的线材生产加工经验；  5.有较强的沟通协调能力及语言、文字表达能力。"
592,机电一体化,1.性别不限，年龄****-****岁，机电一体化或机械专业，2年以上同等职位工作经验；   2.婚否不限，身体无残疾，五官端正；   3.能操作办公软件，看懂工程图纸；   4.具有一定线材生产加工经验；   5.有较强的沟通协调能力及语言、文字表达能力。
593,电子材料与元器件,1、 年齡****-****歲，中專以上文化。 2、 有1年以上業務經驗，熟悉LED者优先。 3、 形象好，口才好，善溝通具有上進心。 4、 思維敏捷，了解同業市場動態。 5、 有吃苦耐劳精神者优先。
594,会计学,大专以上财务会计专业，工作经验要求：3年以上全盘账务处理经验、在中大型企业就职经验、有一般纳税企业处理经验、熟悉存货进销存业务处理及成本核算、熟悉银行、工商、税务相关业务、熟悉相关财务软件及ERP管理系统、具有一定财务管理及内部控制经验、具有一定沟通能力、团队合作精神及抗压能力。
595,英语,"1、本科以上学历（要求是全日制教育，非自考、成教）；2、英语专业八级以上3、口语优秀,主要负责家庭成员的口语训练4、包吃住,待遇优厚不符合要求勿扰。"
596,电子信息科学与技术,1、本科及以上学历；2、计算机科学与技术、计算机软件工程等相关专业；3、具有相关岗位经验，熟悉电子测试技术；4、熟悉仪器软件，对性能测试、电器安全性测试等方面较熟悉，对质量管理方面有所认识；5、有仪器测试经验者优先，有相关开发经验者优先。要求1年以上工作经验；6、为人诚实善良、工作态度积极端正、不畏难、善于沟通、富有创新精神、团队协作能力佳。
597,市场营销,1、有8年以上的市场营销和带团队的工作经验；应聘者是佛教徒可优先、对珠宝产品有喜爱者优先；2、大专以上学历，形象端正、健谈、性格外向、有亲和力；3、有稳健的个人形象和工作作风、对市场富有敏锐的洞察力、有市场的分析能力和推广方案的策划能力等；4、须提供深圳户口担保。5、工作****公司在市场的形象和行销****公司的销售业绩、负责本部下属的培训工作、协助上司做好年度工作计划、搜集行业中和市场的相关信息。
598,【计算机科学与技术】,    对电脑销售感兴趣的可以咨询.
599,市场营销,"男女不限,大专以上学历,电子类或市场营销专业优先,二年以上同职工作经验,具备市场策划、开拓、渠道建设能力，具备良好的沟通和语言表达能力，能熟练操作计算机。"
600,电子信息科学与技术,"2名，男性；高中/中专或以上学历；****-****岁；机电一体化或机械专业，2年以上同等职位工作经验；  1.婚否不限；  2.身体无残疾，五官端正；  3.能操作办公软件,看懂工程图纸；  4.具有多年的五金数控车床生产加工经验,会晋昌数控车的优先  5.有较强的沟通协调能力及语言﹑文字表达能力.懂缙昌机型JSL-****、JSL-****A、友佳FTC-****，洽群CB-****M机型的调试维护、编辑产品程序及工艺文件制作生产工装夹治具的制作."
601,【电子科学与技术】,"有电源厂3年以上相关的管理工作经验，制程(相关作业指导书及懂生产线工装治具制作，标准工时),有较强的工作主动性、沟通能力、责任心、团队合作精神及创新精神，具有良好的学习扩展能力,熟悉开关电源线路及原理, 对开关电源、线性电源装配工艺及各项安规要求熟悉，熟悉各种电子元器件，熟悉品质及人力资源管理优先."
602,环境工程,水处理环保专业，有2年以上的相关废水/污水处理经验，熟悉操作Coredraw、photoshop、工程画图等软用操作程序职责：主要负责污水处理工程方案设计、施工现场安装指导、调试验收等。
603,人力资源管理,1、曾就职于生产制造型工厂，至少三年以上人事、厂务管理经验；2、熟悉当地的劳动保障、社保、劳动关系等相关法律法规政策；3、能够制定及执行相关的管理规章制度；4、对员工社保、劳动关系处理、员工关系处理有优秀的协调、操作能力；5、有优秀的组织、协调、沟通能力，协助厂长开展工厂企业文化宣传、人员调配、补充等其他工作；6、有陶瓷行业经验者优先考虑！
604,企业管理,有工作经验两年以上。
